Title,Podcaster,Author,Chapters,Status,Time,Ship or Main Character,Link,Spotify/stream,Third Link,FANDOM NAME,,Date Podfic Published/Updated,Date Fic Published,Fic Link,notes,SHIP NAME,Ship or Main Character,COUNTA of Ship or Main Character
Errant Child,teas_me,MegWL0228,oneshot,complete,0-15 mins,Scorpius Malfoy/Harry Potter,https://archiveofourown.org/works/507382,,,,,2012/09/08,,https://archiveofourown.org/works/21953251,,,,
Escape Clauses,"BinteMuhammad, SerenaEW, Snapecentric, terracotta_and_lace, bluedreaming, wilfriede0815","BinteMuhammad, SerenaEW, Snapecentric, terracotta_and_lace, bluedreaming, wilfriede0815",oneshot,complete,1-5 hours,Harry Potter & Severus Snape,https://archiveofourown.org/works/56216239/chapters/142812229,,,,,,,https://archiveofourown.org/works/31978111/chapters/79202464,,,,
Escaping Fred Weasley's Magical Mistletoe,Cailynwrites,PTwritesmore,oneshot,complete,15-60 mins,Hermione Granger/Fred Weasley,https://archiveofourown.org/works/52163563,,,,,2023/12/16,2020/12/16,https://archiveofourown.org/works/483446,,,,
Escaping the Paradox,paraka,Meri,oneshot,complete,1-5 hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/13218873,,,Snarry,,2017/12/31,2008/04/19,https://archiveofourown.org/works/33245479,,,,
Escribamens,PTDean,PTDean,30 of 30,complete,10+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/787065,,,Drarry,,2013/05/06,2013/12/23,https://archiveofourown.org/works/44699416,,,,
Eternal Return,Michiocre,Silver Pard,oneshot,complete,15-60 mins,Tom Riddle,https://archiveofourown.org/works/53254753,,,,,2024/01/23,2008/12/19,https://katmarajade.livejournal.com/25632.html,,,,
Evenly Distributed,peasina,tielan,oneshot,complete,0-15 mins,Neville Longbottom & Luna Lovegood,https://archiveofourown.org/works/29658276,,,,,2021/02/23,2017/02/12,https://archiveofourown.org/works/40875726,,,,
Ever After,lattice_frames,busaikko,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/610763,,,Wolfstar,,2012/12/27,2007/09/07,https://archiveofourown.org/works/5689114,,,,
Evergreen,Once Upon a Fanfic,peachykeenjellybean,oneshot,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/6KvWpE9WEBjlDktADVgJ38?si=6b83a08a24b04cac,,Dramione,,2021/02/01,2021/01/18,https://archiveofourown.org/works/44883898/chapters/112931260,,,,
Every Fifteen Seconds,raitala,bsmog,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/25651870,,,Drarry,,2020/08/01,2011/12/02,https://archiveofourown.org/works/52454990,,,,
"Every Leaf That Unfurls, Every Petal That Blooms",bluedreaming,bafflinghaze,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/39631857,,,Drarry,,2022/07/10,2019/07/09,https://archiveofourown.org/works/28723269,,,,
Every Librarian Has Her Day,Winkingstar,mad_martha,oneshot,complete,0-15 mins,Madam Pince,https://audiofic.jinjurly.com/every-librarian-has-her-day,,,,,2009/07/18,,https://archiveofourown.org/works/947766,,,,
Every Little Thing She Does (Is Magic),The Dramione Archives,monsterleadmehome,5 of 5,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/5aG9IZz37aUeyJCKgpg4YP?si=c5e4778fb7ca45ff,,Dramione,,,,https://archiveofourown.org/works/16417745,,,,
Every Man Makes A God Of His Own Desires (Dulcis Puer Meus) - TTS,BurningAurora / Wolfstar Podfics,greenvlvetcouch,3 of 3,complete,1-5 hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/45728470,https://open.spotify.com/episode/1i6eZeT5TuzPt143Pj6x1l?si=RFi3w6Y9TxCcXsJbsDKwPA,,Wolfstar,,2023/03/14,,https://fanfictalk.com/archive/viewstory.php?sid=3538,,,,
Every New Beginning,fencer_x,fencer_x,23 of 23,complete,10+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/51462952,,,Drarry,,2024/04/10,2019/08/21,https://m.fanfiction.net/s/5285395/1/Encounter-with-the-Devil-in-the-Toyshop,,,,
Every New Beginning,Vox Mockina,fencer_x,23 of 23,complete,20+ hours,Draco Malfoy/Harry Potter,https://youtu.be/8YSCtnUAH4o?si=_fTwjTS9FVUJZAG2,,,Drarry,,,,https://archiveofourown.org/works/35622361/chapters/88811437,,,,
Everybody knows,jenny_wren,Chimaera198,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/25409143,,,Wolfstar,,2020/07/20,2013/11/03,https://harrydracompreg.livejournal.com/182856.html,,,,
Everyone Said So,Ravin,Magi_Silverwolf,oneshot,complete,0-15 mins,*poem*,https://archiveofourown.org/works/28704267,,,,,2021/01/12,2017/08/20,https://archiveofourown.org/works/35041357,,,,
Everything a Word Can Mean,CheekyTorah,OTPshipper98,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/22084771,,,Drarry,,2020/01/02,2019/11/03,https://archiveofourown.org/works/33432733,,,,
Everything but the Kitchen Sink - TTS,BurningAurora / Wolfstar Podfics,R33sesPieces,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/46753924,https://open.spotify.com/episode/0bhEOCfrWeJBZ808VC8IJE?si=3DBitYxqT22G737nyBK5gg,,Wolfstar,,2023/04/26,2023/02/25,https://archiveofourown.org/works/21634498/chapters/51587812,,,,
Everything He Wished For (Draco Malfoy Birthday Drabbles - an art-inspired podfic collaboration),"ETL_Echo_Audiobooks, MakeMeProud",wanderingfair,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/56419048,,,Dramione,,2024/06/05,2024/06/05,https://archiveofourown.org/works/367053,,,,
Everything is Fine,cheshiretears,FlutterFyre,oneshot,complete,15-60 mins,Sirius Black,https://archiveofourown.org/works/25535020,,,,,2020/09/05,2020/09/05,http://hpfanfictalk.com/archive/viewstory.php?sid=3189,,,,
Evitative,SaySoul,Vichan,29 of 29,complete,20+ hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/31760725,,,Drarry,,2021/06/05,2020/02/17,https://archiveofourown.org/works/40746831,,,,
Evitative,Yarikao,Vichan,4 of 29,hiatus,N/A,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/26810347,,,Drarry,,2020/11/27,2020/02/17,https://archiveofourown.org/works/23288401,,,,
Ex Libris,sisi_rambles,musyc,oneshot,complete,0-15 mins,,https://audiofic.jinjurly.com/ex-libris,,,,,2012/10/25,2011/01/12,https://archiveofourown.org/works/7609768,,,,
Exactly How it Happened,peasina,dracogotgame,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/36003532,,,Drarry,,2021/12/27,2013/09/07,,?,,,
Exactly What I Wanted,starduchess,Kitty_Fic,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter/Severus Snape,https://amplificathon.dreamwidth.org/1953315.html,,,,,2012/07/03,,https://archiveofourown.org/works/29091198/chapters/71411070,,,,
Exile's Embrace,PandaPatronus,PandaPatronus,oneshot,complete,1-5 hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/56396275,https://open.spotify.com/episode/5MKsXkTLIQKCDsw6rz2bOb?si=jJHDCjolSv-Ft3FTXv0SOA,,Dramione,,2024/06/04,2024/06/04,https://archiveofourown.org/works/28118769,,,,
Exit Bode,Ravin,Kaesa,oneshot,complete,0-15 mins,Broderick Bode,https://archiveofourown.org/works/24516457,,,,,2020/06/03,2009/11/16,https://archiveofourown.org/works/2060,,,,
Expected and Unexpected,codeswitch,Thistlerose,oneshot,complete,15-60 mins,Luna Lovegood,https://archiveofourown.org/works/8390941,,,,,2016/10/27,2013/04/30,https://archiveofourown.org/works/1097868/chapters/2209061,,,,
Expecto Patronum,Once Upon a Fanfic,Hwllowsandhorcruxes,oneshot,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/3TTcGGJ7fNPwQaguYRf8qC?si=76d5be0a23e042df,https://www.youtube.com/watch?v=k-sDLhVtJ9s&pp=ygUNc25hcnJ5IHBvZGZpYw%3D%3D,Dramione,,2021/02/01,2021/01/12,https://www.fanfiction.net/s/4726291/1/Eternal-Return,,,,
Explosion,Mr. Fanfic,Prince Edwin,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://www.youtube.com/watch?v=TLnv0D2gW5I&pp=ygUNc25hcnJ5IHBvZGZpYw%3D%3D,,,Snarry,,2016/05/23,2008/07/06,https://archiveofourown.org/works/9670919,,,,
Exposure to Morning Light,Sivany,Geneva,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/5323316,,,Drarry,,2015/12/02,2013/06/23,https://archiveofourown.org/works/224959,,,,
Extracurricular,sly,beathen,oneshot,complete,0-15 mins,Harry Potter/Severus Snape,https://audiofic.jinjurly.com/extracurricular,,,Snarry,,2011/04/12,2006/02/19,https://archiveofourown.org/works/28825653?view_adult=true,,,,
Eyes As Green As a Fresh Pickled Toad,Through the Trapdoor,Sierra Charm,17 of 26,hiatus,N/A,James Potter/Lily Evans Potter,,https://open.spotify.com/episode/4VdQESKJnYpsScp1yqlzPp?si=a601447495d24acd,,Jily,,2019/11/01,,https://hd-holidays.livejournal.com/201708.html,,,,
Eyes in the Darkness - TTS,BurningAurora / Wolfstar Podfics,meyari,35 of 35,complete,10+ hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/44426251,https://open.spotify.com/episode/31SidFpG0Oqq5zTpC2cr5N?si=740fc1d44a014528,,Wolfstar,,2023/01/21,2022/06/20,https://archiveofourown.org/works/19101133,,,,
Facade,sunflower_swan,sunflower_swan,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/36770596,,,Drarry,,2022/01/30,2022/01/25,,deleted lj,,,
Faces,liketheriffle,Resonance and D,oneshot,complete,0-15 mins,Nymphadora Tonks,https://amplificathon.dreamwidth.org/1209757.html,,,,,2010/12/19,2008/06/07,,,,,
Fade to Silver,raitala,furiosity,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/25648246,,,Drarry,,2020/08/01,2007/12/02,,mystery hidden ao3 colection,,,
Faint of Heart,"abrilas, Cailynwrites, eevans, ETL_Echo_Audiobooks",eevans,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/47464393,,,Drarry,,2023/06/06,2023/06/06,https://archiveofourown.org/works/20256736/chapters/48011221,,,,
Fair,Diane McKay,Resonant,oneshot,complete,0-15 mins,Hermione Granger/Harry Potter/Ron Weasley,https://amplificathon.dreamwidth.org/1496004.html,,,,,2011/06/20,2008/11/19,,,,,
Fairytale Fucking: A Werewolf Musical,PhenomenalAsterisk,DeadDoveDoNotEncourageUs,oneshot,complete,15-60 mins,Fenrir Greyback/Draco Malfoy,https://archiveofourown.org/works/43135240,,,,,2022/11/18,2022/10/08,https://archiveofourown.org/works/1029220,,,,
Fall,Jocunda Sykes,arcadian_dream,oneshot,complete,0-15 mins,Fleur Delacour/Ginny Weasley,https://archiveofourown.org/works/22899760,,,,,2020/02/25,2011/04/18,https://archiveofourown.org/works/11854665,,,,
Fallen Marigolds,Jocunda Sykes,luendland,oneshot,complete,0-15 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/52609975,https://www.youtube.com/watch?v=wnB6AjCl7oI&t=14s,,Snarry,,2024/01/06,2022/06/25,https://archiveofourown.org/works/21298217,,,,
Falling,Draco Malfoy Podfics,fallingforfictionalcharacterss,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/0dfPp4QV3Sx4ONvO9DSm7t?si=M07ZozrFTtGgohpcPcoOOg,,Dramione,,2023/02/01,2022/08/31,https://archiveofourown.org/works/45311554,,,,
falling,Ferith12,Ferith12,oneshot,complete,0-15 mins,Lily Evans Potter & Severus Snape,https://archiveofourown.org/works/30923450,,,,,2021/04/26,2021/01/20,https://archiveofourown.org/works/56399764,,,,
Falling Dark,The Dramione Archives,scullymurphy,28 of 33,in progress,in progress,"Hermione Granger/Draco Malfoy, Hermione Granger/Theodore Nott",https://archiveofourown.org/works/55679554,https://open.spotify.com/episode/4NIt5o90LrHr700hp9OKen?si=14af6c2f146a4ef4,,,,2024/05/04,2022/05/28,https://archiveofourown.org/works/25535020,,,,
"Falling For You, Like Snow On a Christmas Night",BurningAurora / Wolfstar Podfics,Engie_Ivy,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/43806327,https://open.spotify.com/episode/4C6Dr5d27LxRturAli5jS2?si=x6SBaYWJQ6GUUAZ1azk4pw,,Wolfstar,,2022/12/24,2024/01/05,https://archiveofourown.org/works/20049589/chapters/47480461,,,,
Falling in Love,Ashii Black,evening12,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://hp-podfic-fest.livejournal.com/91147.html,,,Wolfstar,,2017/09/15,2017/03/19,https://archiveofourown.org/works/20049589/chapters/47480461,,,,
Familiar,peasina,mayachain,oneshot,complete,0-15 mins,Harry Potter/Ginny Weasley,https://archiveofourown.org/works/32542207,,,Hinny,,2021/07/13,2018/11/20,https://archiveofourown.org/works/151380,,,,
Family Dynamics,MTKiseki,RenderedReversed,oneshot,complete,0-15 mins,Harry Potter/Voldemort,https://archiveofourown.org/works/11885400,,,Harrymort,,2017/08/23,2017/06/20,https://archiveofourown.org/works/16568753,,,,
"Family, Sex and Love",pommedeplume,pommedeplume,oneshot,complete,0-15 mins,"Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley, Ginny Weasley/Harry Potter/Neville Longbottom",https://audiofic.jinjurly.com/family-sex-and-love,,,Hinny,,2015/01/17,2018/06/06,http://kitty-fic.livejournal.com/201979.html,locked lj,,,
Fanatical Fam's Hot Squid Summer Writing Comp 2024,Anonymous,Anonymous,2 of 2,complete,1-5 hours,Squid,https://archiveofourown.org/works/56538361/chapters/143691307,,,,,,,https://archiveofourown.org/works/56005243,,,,
Fangs Up,reena_jenkins,gala_apples,oneshot,complete,0-15 mins,,https://audiofic.jinjurly.com/fangs-up,,,,,2012/06/10,2012/01/26,https://archiveofourown.org/works/12428,,,,
Fantastic Beasts and How To Find Them,Opalsong,Lullabyknell,oneshot,complete,0-15 mins,Lucius Malfoy,https://archiveofourown.org/works/8831728,,,,,2017/01/02,,https://archiveofourown.org/works/780118,,,,
Far Beyond Pearls,fire_juggler,Musyc,oneshot,complete,0-15 mins,Millicent Bulstrode/Pansy Parkinson,https://archiveofourown.org/works/2321999,,,,,2014/09/18,2011/06/19,https://archiveofourown.org/works/28692186?view_adult=true,,,,
Fast the Night Is Fading,Cailynwrites,snapesnailtape,oneshot,complete,15-60 mins,Lily Evans Potter/Severus Snape,https://archiveofourown.org/works/51983959,,,Snily,,2023/12/10,2021/12/27,https://www.fanfiction.net/s/4375253/1/Explosion,,,,
Faster,"Cailynwrites, Jocunda Sykes, Rindle",lumosatnight,oneshot,complete,0-15 mins,Bellatrix Black Lestrange/Rita Skeeter/Molly Weasley,https://archiveofourown.org/works/56263924,,,,,2024/05/31,2022/07/29,https://archiveofourown.org/works/854533,,,,
fate and plans,"Cailynwrites, ETL_Echo_Audiobooks",SenLinYu,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41138862,,,Dramione,,2022/08/19,2020/07/07,https://beathen.livejournal.com/14073.html,,,,
Father Knows Best,Queenie_Mab,Queenie_Mab,oneshot,complete,15-60 mins,Draco Malfoy/OMC,https://archiveofourown.org/works/2295122,,,,,2014/09/12,2013/11/06,,,,,
Father Went to War,reveriepi,orphan_account,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/55255432,,,Drarry,,2024/04/16,2021/05/20,https://archiveofourown.org/works/39777036/chapters/99587289,,,,
Father(s) of the Grooms,Queenie_Mab,dracogotgame,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/2353106,,,Drarry,,2014/12/09,2014/08/09,https://archiveofourown.org/works/36646462,,,,
Fear,smirkingcat,keyflight790,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/103813.html,,,Drarry,,2019/09/28,2019/02/10,https://www.fanfiction.net/s/4307800/1/Faces,,,,
fear is the heart of love,bluedreaming,strawhouses,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/46891672,,,Drarry,,2023/05/02,2023/05/01,https://hd-holidays.livejournal.com/75322.html,,,,
Feathers,busaikko,busaikko,oneshot,complete,0-15 mins,Remus Lupin/Severus Snape,https://audiofic.jinjurly.com/feathers,,,Snupin,,2007/08/31,,https://archiveofourown.org/works/47464393,,,,
Feel You Beneath My Fingertips and Hear You in My Soul,SumthinClever,DrWhoIsGinnyHolmes,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/35143135,,,Drarry,,2021/11/15,2018/12/26,https://archiveofourown.org/works/2258,,,,
Feeling Sluggish,Static_Whisper,snapesnailtape,oneshot,complete,0-15 mins,Lily Evans Potter/Severus Snape,https://archiveofourown.org/works/42989733,,,Snily,,2022/12/19,2021/11/06,https://archiveofourown.org/works/41917506,,,,
Feeling Warm,"Cailynwrites, ETL_Echo_Audiobooks",gnarf,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/43313140,,,Drarry,,2022/11/28,2020/11/30,https://archiveofourown.org/works/186538,,,,
Feels a lot like flying,bluedreaming,acGranger,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/43186764,,,Drarry,,2022/12/05,2020/12/26,https://archiveofourown.org/works/38935800/chapters/97375041,,,,
Ferrety Little Mouths and How to Snog with Them,lastontheboat,fluxweed,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/41530014,,,Drarry,,2022/09/06,2022/08/27,https://archiveofourown.org/works/28883220,,,,
Festive Mood,Cailynwrites,PaulaMcG,oneshot,complete,0-15 mins,Amelia Bones/Molly Weasley,https://archiveofourown.org/works/52303732,,,,,2023/12/20,2020/12/27,https://archiveofourown.org/works/41389923,,,,
Fever Dream,xinasvoice,copperbadge,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/11652126,,,Wolfstar,,2017/07/30,2004/06/01,https://archiveofourown.org/works/38290108,,,,
Field Trip,nockout,tereyaglikedi,oneshot,complete,0-15 mins,Pandora Lovegood/Xenophilius Lovegood,https://archiveofourown.org/works/36333736,,,,,2022/01/10,2022/01/10,https://archiveofourown.org/works/31444262/chapters/77773430,,,,
Fields of Green,poppetawoppet,Matriaya,oneshot,complete,15-60 mins,Neville Longbottom/Luna Lovegood,https://archiveofourown.org/works/40496760,,,Nuna,,2022/09/02,2022/09/02,https://archiveofourown.org/works/27875065/chapters/109514388,,,,
Fifteen Things You Never Knew About Hogwarts,sisi_rambles,Siria,oneshot,complete,0-15 mins,Argus Filch,https://archiveofourown.org/works/4806392,,,,,2015/09/15,2005/09/21,https://archiveofourown.org/works/10372056,,,,
Fifteen Years Later,BESpodfics,Anonymous,oneshot,complete,0-15 mins,Dudley's Daughter,https://archiveofourown.org/works/38299009,,,,,2022/04/10,,https://archiveofourown.org/works/16682296,,,,
Fifty Fake Dates,"Cailynwrites, Jocunda Sykes, Ravin",doshu,oneshot,complete,0-15 mins,Pansy Parkinson/Ginny Weasley,https://archiveofourown.org/works/56265133,,,,,2024/05/31,2022/07/23,https://archiveofourown.org/works/11249223,,,,
Fifty Shades of Granger,M+G Readings,winterwells,7 of 7,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/7iUl8K8irWqceLsD36HW4V?si=c84958971b354158,,Dramione,,2023/09/01,2023/04/30,https://archiveofourown.org/works/1804540,,,,
Figure You Out,ETL_Echo_Audiobooks,MalfoysMuggleMrs,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/47178901,,,Dramione,,2023/05/14,2022/07/16,https://archiveofourown.org/works/327422,,,,
Filter,Diane McKay,rageprufrock,oneshot,complete,15-60 mins,Harry Potter/Remus Lupin,https://amplificathon.dreamwidth.org/1485679.html,,,,,2011/06/19,2009/11/18,,?,,,
Filthy Impetuous Soul,RenVeree,glitteringvoid,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/31480409,,,Drarry,,2021/05/23,2021/05/23,https://archiveofourown.org/works/213218,,,,
Final Battle Day,starduchess,RoozetteR,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://www.audiofic.jinjurly.com/final-battle-day,,,Snarry,,2014/03/28,2012/01/05,https://archiveofourown.org/works/36003184,,,,
